Id;Source;Site_name;Address;Zip;Phone;Fax;Program_Name;Length_of_Day;IDHS_Provider_ID;Agency;Neighborhood;Funded_Enrollment;Program_Option;Number_per_Site_EHS;Number_per_Site_HS;Director;Head_Start_Fund;Eearly_Head_Start_Fund;CC_fund;Progmod;Website;Executive_Director;Center_Director;ECE_Available_Programs;NAEYC_Valid_Until;NAEYC_Program_Id;Email_Address;Ounce_of_Prevention_Description;Purple_binder_service_type;Column;Column2;PAIR_ID;SCORE;LABEL
465060644;CPS_Early_Childhood_Portal_scrape.csv;Home of Life Community Dev. Corp. - Home of Life Community Development;4650 W Madison St;;6268655;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;; development_39;0.5250282273240496;no
153960623;DFSS_AgencySiteLies_2012.csv;Marcy Newberry Association Marcy Center;1539 S. Springfield;60623;7622300;;;;;;;Marcy Newberry Association;;;;;;;;;;;www.marcy-newberry.org;Gertrude Ricks;Barbara Tucker ;;;;;;; marcy center_17;;
153960623;CPS_Early_Childhood_Portal_scrape.csv;Marcy Newberry Association - Marcy Center;1539 S Springfield Ave;;7612300;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; marcy center_17;0.8291305984192698;yes
114060621;ECE Chicago Find a School scrape.csv;Bass;1140 W. 66th St.;60621;5353275;;;;;;Englewood;;;;;;;;;;;;;PFA-REG;;;;;;;;bass_0;;
114060621;CPS_Early_Childhood_Portal_scrape.csv;Bass;1140 W. 66th St.;;5353275;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;bass_0;1.0;yes
334460652;DFSS_AgencySiteLies_2012.csv;Easter Seals Society of Metropolitan Chicago Lordanchild Daycare;3344 W 79th St;60652;4344918;;;;;;;Easter Seals Society of Metropolitan Chicago;;;;;;;;;;;www.easterseaslchicago.org;Barbara Zawacki;Quentin Donald ;;;;;;;easter seals society of metropolitan chicago lordanchild daycare_0;;
334460652;chapin_dfss_providers_2011_070212.csv;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LORDANCHILD DAYCARE;3344 W 79TH ST;60652;4344918;;;;;;;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO;ASHBURN;;;;;Quentin Donald;Yes;No;No;;;;;;;;;;;easter seals society of metropolitan chicago lordanchild daycare_0;1.0;yes
214560614;CPS_Early_Childhood_Portal_scrape.csv;St. Vincent DePaul Child Development;2145 N. Halsted;;;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; development_0;;
465060644;CPS_Early_Childhood_Portal_scrape.csv;Home of Life Community Dev. Corp. - Home of Life Community Development;4650 W Madison St;;6268655;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; development_0;0.45107263831388783;no
94160627;CPS_Early_Childhood_Portal_scrape.csv;Centers For New Horizons - Altgeld Gardens I;941 E 132nd Pl;;4683055;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;s i-s i/t_7;;
171160609;CPS_Early_Childhood_Portal_scrape.csv;El Valor - Little Tykes I;1711 W 35th St;;2547700;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;s i-s i/t_7;0.41870530673692136;no
230660612;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS DETT, R. NATHANIEL;2306 WEST MAYPOLE;60612;5347160;;;;;;;CHICAGO PUBLIC SCHOOLS;NEAR WEST SIDE;;;;;Ms. Deborah J.  Bonner;Yes;No;No;;;;;;;;;;;iego-iel_11;;
251060623;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS CORKERY, DANIEL;2510 S KILDARE AVE;60623;5341650;;;;;;;CHICAGO PUBLIC SCHOOLS;SOUTH LAWNDALE;;;;;Bertha Arredondo;Yes;No;No;;;;;;;;;;;iego-iel_11;0.7758750470455401;no
64560628;CPS_Early_Childhood_Portal_scrape.csv;Granny's Daycare Center;645 W. 127th St.;;8485827;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; daycare center_0;;
51160610;purple_binder_early_childhood.csv;Wayman Daycare Center;511 W Elm Street;60610;9432120;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; daycare center_0;0.7482122694768536;no
460060609;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS SEWARD, WILLIAM H.;4600 S HERMITAGE AVE;60609;5354890;;;;;;;CHICAGO PUBLIC SCHOOLS;NEW CITY;;;;;Marcey Reyes;Yes;No;No;;;;;;;;;;; h._10;;
271260623;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS MCCORMICK, CYRUS H.;2712 S SAWYER AVE;60623;5357252;;;;;;;CHICAGO PUBLIC SCHOOLS;SOUTH LAWNDALE;;;;;ms. Virginia S. Rivera;Yes;No;No;;;;;;;;;;; h._10;0.7461422657132104;no
430060618;CPS_Early_Childhood_Portal_scrape.csv;Korean American Community Services - Korean American Community Services;4300 N California Ave;;5838281;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;korean american community services_2;;
430060618;NAEYC_accreditation.csv;Korean American Community Services;4300 North California Ave.;60618;5838281;;;;;;;;;;;;;;;;;;http://www.kacschicago.org;;;;04/30/14;585396;hchoi@kacschicago.org;;;korean american community services_2;0.7461422657132104;yes
9746;CPS_Early_Childhood_Portal_scrape.csv;Wacker;9746 S. Morgan;;5352821;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;ker_8;;
200960622;ECE Chicago Find a School scrape.csv;Pritzker;2009 W. Schiller St;60622;5344415;;;;;;West Town;;;;;;;;;;;;;PFA-REG;;;;;;;;ker_8;0.5532555513737297;no
272860623;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Zapata Academy;2728 S. Kostner Ave.;60623;5341390;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Ruth F. Garcia;;;;;;;chicago public schools zapata academy_0;;
272860623;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS ZAPATA ACADEMY;2728 S KOSTNER AVE;60623;5341390;;;;;;;CHICAGO PUBLIC SCHOOLS;SOUTH LAWNDALE;;;;;Ms. Ruth F.  Garcia;Yes;No;No;;;;;;;;;;;chicago public schools zapata academy_0;1.0;yes
464460609;purple_binder_early_childhood.csv;Firman Community Services - School Age Program;4644 S Dearborn Street;60609;3733400;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; program_28;;
183460647;NAEYC_accreditation.csv;McCormick Tribune YMCA Head Start Program;1834 N. Lawndale;60647;2352525;;;;;;;;;;;;;;;;;;http://ymcachicago.org/mccormicktribune;;;;11/01/16;726298;mfranco@ymcachicago.org;;; program_28;0.5532555513737297;no
422560653;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Robinson, Jackie R.;4225 S. Lake Park Ave.;60653;5351777;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Sonja Spiller;;;;;;; r._4;;
53560653;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Doolittle, James R.;535 East 35th Street;60653;5351040;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Lauren Norwood;;;;;;; r._4;0.7758750470455401;no
215060612;CPS_Early_Childhood_Portal_scrape.csv;Laurance Armour School;2150 W. Harrison St.;;9426501;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;r school_30;;
1447;CPS_Early_Childhood_Portal_scrape.csv;Passages Charter School;1447 W. Montrose;;5491052;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;r school_30;0.6117802032367332;no
525560609;CPS_Early_Childhood_Portal_scrape.csv;Beasley CPC;5165 S. State St;;5351772;;Child Parent Center;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;ey cpc_5;;
63860609;CPS_Early_Childhood_Portal_scrape.csv;Dewey CPC;638 W. 54Th Pl.;;5351671;;Child Parent Center;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;ey cpc_5;0.7145276627775687;no
303960617;chapin_dfss_providers_2011_070212.csv;YMCA OF METROPOLITAN CHICAGO SOUTH CHICAGO;3039 E 91ST STREET;60617;7219100;;;;;;;YMCA OF METROPOLITAN CHICAGO;SOUTH CHICAGO;;;;;Sherry Ceroomes;Yes;No;Yes;2694IT(Child Care IT Center), 7095PS(HS Collaboration with C;;;;;;;;;;ymca of metropolitan chicago south chicago_0;;
303960617;DFSS_AgencySiteLies_2012.csv;YMCA of Metropolitan Chicago South Chicago;3039 E. 91st St.;60617;7219100;;;;;;;YMCA of Metropolitan Chicago;;;;;;;;;;;www.ymcachicago.org;Dorothy Cole-Gary;Sherry Ceroomes ;;;;;;;ymca of metropolitan chicago south chicago_0;1.0;yes
4827;CPS_Early_Childhood_Portal_scrape.csv;Archdiocese of Chicago - St. Thomas of Canterbury;4827 N. Kenmore;;2810018;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;bury-bus_0;;
347360652;CPS_Early_Childhood_Portal_scrape.csv;El Valor - Teddy Bear 2 Columbus;3473 W Columbus;;;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;bury-bus_0;0.435265336846067;no
153960623;CPS_Early_Childhood_Portal_scrape.csv;Marcy Newberry Association - Marcy Center;1539 S Springfield Ave;;7612300;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;marcy newberry association - marcy center_0;;
153960623;purple_binder_early_childhood.csv;Marcy Newberry Association - Marcy Center;1539 S Springfield Avenue;60623;7612300;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;marcy newberry association - marcy center_0;1.0;yes
172660613;CPS_Early_Childhood_Portal_scrape.csv;Courtenay;1726 W. Berteau;;5345790;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;courtenay_0;;
172660613;ECE Chicago Find a School scrape.csv;Courtenay;1726 W. Berteau;60613;5345790;;;;;;Lake View;;;;;;;;;;;;;PFA-REG;;;;;;;;courtenay_0;1.0;yes
124860636;IDHS_child_care_provider_list.csv;Chicago Urban Day School;1248 West 69th Street Chicago;60636;4833555;(773) 483-0150;;;3398-4665-5433-003;;;;;;;;;;;;;;;;;;;;;;; day school_5;;
141460620;CPS_Early_Childhood_Portal_scrape.csv;Henry Booth House - Taylor Day School;1414 W 87th St;;2392322;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; day school_5;0.5270982310876929;no
300360645;purple_binder_early_childhood.csv;Bernard Horwich Jewish Community Center;3003 W Touhy Avenue;60645;7619100;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; jewish community center_0;;
52460657;purple_binder_early_childhood.csv;Florence Heller Jewish Community Center;524 W Melrose Avenue;60657;8716780;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; jewish community center_0;0.7277004140007527;no
441060638;chapin_dfss_providers_2011_070212.csv;HULL HOUSE ASSOCIATION LECLAIRE-RYDER;4410 S LAPORTE;60638;7675170;;;;;;;HULL HOUSE ASSOCIATION;GARFIELD RIDGE;;;;;Shirley Mullin;Yes;No;No;7072PS(HS Collaboration with Childcare);;;;;;;;;;der_4;;
21160628;chapin_dfss_providers_2011_070212.csv;HULL HOUSE ASSOCIATION FCCH-WANDA FIELDER;21 E 101ST PLACE;60628;5686610;;;;;;;HULL HOUSE ASSOCIATION;ROSELAND;;;;;;No;No;No;5961PS(HS Collaboration with Childcare Homes), 5961IP(EHS Co;;;;;;;;;;der_4;0.7461422657132104;no
292960623;NAEYC_accreditation.csv;Carole Robertson Center For Learning;2929 West 19th Street;60623;5211600;;;;;;;;;;;;;;;;;;http://www.crcl.net;;;;09/01/15;486936;walkerr@crcl.net;;;carole robertson center for learning_35;;
370160623;purple_binder_early_childhood.csv;Carole Robertson Center for Learning;3701 W Ogden Avenue;60623;5228400;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;carole robertson center for learning_35;1.0;no
101860651;ECE Chicago Find a School scrape.csv;Hay;1018 N. Laramie;60651;5346000;;;;;;Austin;;;;;;;;;;;;;HS-HD;;;;;;;;Hay-May_0;;
101860651;CPS_Early_Childhood_Portal_scrape.csv;Hay;1018 N. Laramie;;5346000;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;Hay-May_0;1.0;yes
111260640;CPS_Early_Childhood_Portal_scrape.csv;South East Asia Center - South East Asia Center(Foster);1112 W Foster Ave;;;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;(foster)_2;;
111260640;chapin_dfss_providers_2011_070212.csv;SOUTH EAST ASIA CENTER SOUTH EAST ASIA CENTER (FOSTER);1112 W FOSTER;60640;9897433;;;;;;;SOUTH EAST ASIA CENTER;EDGEWATER;;;;;Tsering Ngalutsang;No;No;Yes;4127SA(School Age (SA));;;;;;;;;;(foster)_2;0.4363944298080542;yes
434460609;DFSS_AgencySiteLies_2012.csv;Henry Booth House Jones Academy;4344 S. Wentworth Ave.;60609;5363757;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;Felicia Jones;;;;;;;s academy_35;;
52060619;chapin_dfss_providers_2011_070212.csv;HENRY BOOTH HOUSE YOUNG ACHIEVERS ACADEMY;520 E 79TH STREET;60619;;;;;;;;HENRY BOOTH HOUSE;GREATER GRAND CROSSING;;;;;;Yes;No;No;;;;;;;;;;;s academy_35;0.3438088069251035;no
113460640;ECE Chicago Find a School scrape.csv;South East Asia Ainslie;1134 W. Ainslie St;60640;9896927;;;;;;Uptown;;;;;;;;;;;;;CP;;;;;;;;ainslie-ainslie)_25;;
1124;CPS_Early_Childhood_Portal_scrape.csv;South East Asia Center - South-East Asia Center(Ainslie);1124 W Ainslie St;;9897433;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;ainslie-ainslie)_25;0.7039894617990214;no
461960609;CPS_Early_Childhood_Portal_scrape.csv;Lara;4619 S. Wolcott;;5354389;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;lar-lara_2;;
461960609;ECE Chicago Find a School scrape.csv;Lara;4619 S. Wolcott;60609;5354389;;;;;;New City;;;;;;;;;;;;;PFA-REG;;;;;;;;lar-lara_2;1.0;yes
150160651;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - Mt. Moriah-Taylor / CYC;1501 N Harding Ave;;2785837;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;chicago youth centers - mt. moriah-taylor / cyc_0;;
150160651;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - Mt. Moriah-Taylor / CYC;1501 N Harding Ave;;2785837;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;chicago youth centers - mt. moriah-taylor / cyc_0;1.0;yes
325560647;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christoper House - Logan Square;3255 W Altgeld St;;2354073;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;er house - logan square_14;;
261060647;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christopher House - Logan Square;2610 N Francisco Ave;;2354073;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;er house - logan square_14;0.8517124576590139;no
301460632;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Davis, Nathan;3014 W. 39th Place;60632;5354540;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Mr. Santos Gomez;;;;;;;chicago public schools davis, nathan_0;;
301460632;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS DAVIS, NATHAN;3014 W 39TH PLACE;60632;5354540;;;;;;;CHICAGO PUBLIC SCHOOLS;BRIGHTON PARK;;;;;Mr. Santos Gomez;Yes;No;No;;;;;;;;;;;chicago public schools davis, nathan_0;1.0;yes
165360609;chapin_dfss_providers_2011_070212.csv;CHICAGO COMMONS ASSOCIATION PAULO FREIRE;1653 W 43RD ST;60609;8266260;;;;;;;CHICAGO COMMONS ASSOCIATION;NEW CITY;;;;;Jenny Seacat;Yes;No;Yes;2626IT(Child Care IT Center), 3402PS(HS Collaboration with C;;;;;;;;;;chicago commons association paulo freire_0;;
165360609;DFSS_AgencySiteLies_2012.csv;Chicago Commons Association Paulo Freire;1653 W. 43rd St;60609;8266260;;;;;;;Chicago Commons Association;;;;;;;;;;;www.chicagocommons.org;Dan Valliere;Nilda Vargas;;;;;;;chicago commons association paulo freire_0;1.0;yes
344960624;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - North Lawndale YMCA;3449 W Arthington St;;6380773;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - north lawndale ymca_3;;
344960624;CPS_Early_Childhood_Portal_scrape.csv;YMCA of Metropolitan Chicago - North Lawndale YMCA;3449 W Arthington St;;6380773;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;ymca of metropolitan chicago - north lawndale ymca_3;1.0;yes
465060644;DFSS_AgencySiteLies_2012.csv;Home of Life Community Dev. Corp. HLCDC Dev. II;4650 W. Madison;60644;6268655;;;;;;;Home of Life Community Dev. Corp.;;;;;;;;;;;www.homeoflife.org;Delores Sheppard;Diane Congress;;;;;;;. i-. ii_4;;
347360652;CPS_Early_Childhood_Portal_scrape.csv;Teddy Bear Nursery School, Inc. II;3473 W. Columbus;;2842141;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;. i-. ii_4;0.3216033120060218;no
346060652;DFSS_AgencySiteLies_2012.csv;Chicago Youth Centers Pathways to Learning CC1;3460 W. 79th St.;60652;4369244;;;;;;;Chicago Youth Centers;;;;;;;;;;;www.chicagoyouthcenters.org;Harry Wells;Carol Quinn ;;;;;;;ing cc1-ing cdc_2;;
71060621;CPS_Early_Childhood_Portal_scrape.csv;City Colleges Kennedy King CDC;710 W. 65th St;;6025447;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;ing cc1-ing cdc_2;0.48720361309747834;no
142060610;CPS_Early_Childhood_Portal_scrape.csv;Ferguson CPC;1420 N. Hudson;;5348580;;Head Start/Child Parent Center;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;ferguson cpc_3;;
142060610;ECE Chicago Find a School scrape.csv;Ferguson CPC;1420 N. Hudson;60610;5348580;;;;;;Near North Side;;;;;;;;;;;;;CPC-FD;;;;;;;;ferguson cpc_3;1.0;yes
223360612;ECE Chicago Find a School scrape.csv;Mitchell;2233 W. Ohio;60612;5347655;;;;;;West Town;;;;;;;;;;;;;PFA-REG;;;;;;;;tchell-tcheon_1;;
4865;ECE Chicago Find a School scrape.csv;McCutcheon;4846 N. Sheridan Rd;60640;5342680;;;;;;Uptown;;;;;;;;;;;;;HS-HD;;;;;;;;tchell-tcheon_1;0.6544975536319156;no
212160639;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS NIXON, WILLIAM P.;2121 N KEELER AVE;60639;5344375;;;;;;;CHICAGO PUBLIC SCHOOLS;HERMOSA;;;;;Herman Escobar;Yes;No;No;;;;;;;;;;;chicago public schools nixon, william p._0;;
212160639;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Nixon, William P.;2121 N Keeler Ave.;60639;5344375;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Herman Escobar;;;;;;;chicago public schools nixon, william p._0;1.0;yes
1060612;CPS_Early_Childhood_Portal_scrape.csv;National Louis University - Dr. Effie O. Ellis Training Center;10 S Kedzie Ave;;5339011;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;national louis university - dr. effie o. ellis training center_2;;
1060612;CPS_Early_Childhood_Portal_scrape.csv;National Louis University - Dr. Effie O. Ellis Training Center;10 S Kedzie Ave;;5339011;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;national louis university - dr. effie o. ellis training center_2;1.0;yes
102060660;CPS_Early_Childhood_Portal_scrape.csv;Hull House Association - Uptown Head Start / Hull House;1020 W Bryn Mawr Ave;;7695753;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;hull house association - uptown head start / hull house_0;;
102060660;CPS_Early_Childhood_Portal_scrape.csv;Hull House Association - Uptown Head Start / Hull House;1020 W Bryn Mawr Ave;;7695753;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;hull house association - uptown head start / hull house_0;1.0;yes
93260651;CPS_Early_Childhood_Portal_scrape.csv;Brunson;932 N. Central Av;;5346025;;Head Start;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;nson_10;;
142060623;ECE Chicago Find a School scrape.csv;Johnson;1420 S. Albany;60623;5341829;;;;;;North Lawndale;;;;;;;;;;;;;HS-HD;;;;;;;;nson_10;0.6815957847196086;no
321260657;purple_binder_early_childhood.csv;Hull House Association Child Development;3212 N Broadway Street;60657;5345814;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; child development_12;;
31660624;CPS_Early_Childhood_Portal_scrape.csv;Bethel New Life Bethel Child Development;316 N. Pulaski;;2653830;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; child development_12;0.6544975536319156;no
474560615;ECE Chicago Find a School scrape.csv;Creative Mansion;4745 S. Ellis;60615;2686066;;;;;;Kenwood;;;;;;;;;;;;;CP;;;;;;;;sing-sion_5;;
322260651;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers Centro Nuestro Division;3222 W. Division;;4893157;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;sing-sion_5;0.3438088069251035;no
262060623;CPS_Early_Childhood_Portal_scrape.csv;Little Village;2620 S. Lawndale;;5341880;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;; villa- village_80;;
262060623;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Little Village;2620 S Lawndale Ave;60623;5341880;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Elsa Carmona;;;;;;; villa- village_80;0.5270982310876929;yes
63060607;ECE Chicago Find a School scrape.csv;Laurance Amour;630 S. Ashland;60607;9426501;;;;;;Near West Side;;;;;;;;;;;;;CP;;;;;;;;mour_2;;
95060608;ECE Chicago Find a School scrape.csv;Armour;950 W. 33rd Place;60608;5354530;;;;;;Bridgeport;;;;;;;;;;;;;PFA-REG;;;;;;;;mour_2;0.502822732404968;no
153160640;CPS_Early_Childhood_Portal_scrape.csv;Henry Booth House - Lakeview Development Center;1531 W Lawrence Ave;;;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; lakeview development center_0;;
153160640;chapin_dfss_providers_2011_070212.csv;HENRY BOOTH HOUSE LAKEVIEW DEVELOPMENT CENTER;1531 W LAWRENCE;60640;;;;;;;;HENRY BOOTH HOUSE;UPTOWN;;;;;;Yes;No;No;;;;;;;;;;; lakeview development center_0;0.308618742943169;yes
134560651;NAEYC_accreditation.csv;Salvation Army Incarnation Head Start;1345 North Karlov;60651;2764118;;;;;;;;;;;;;;;;;;;;;;03/31/15;344640;elsa_galan@usc.salvationarmy.org;;;n head start_21;;
91960651;NAEYC_accreditation.csv;Trinty Resources Unlimited High Mountain Head Start;919 North Lavergne Avenue;60651;6263997;;;;;;;;;;;;;;;;;;;;;;01/31/13;546219;tru_highmountain@yahoo.com;;;n head start_21;0.5861874294316899;no
90260627;CPS_Early_Childhood_Portal_scrape.csv;Wheatley CPC;902 E. 133rd Pl;;5355718;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;wheatley cpc_0;;
90260627;CPS_Early_Childhood_Portal_scrape.csv;Wheatley CPC;902 E. 133rd Pl;;5355718;;Head Start/Prekindergarten For;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;wheatley cpc_0;1.0;yes
433260613;CPS_Early_Childhood_Portal_scrape.csv;Ravenswood;4332 N. Paulina St.;;5345525;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;ravenswood_1;;
433260613;ECE Chicago Find a School scrape.csv;Ravenswood;4332 N. Paulina St.;60613;5345525;;;;;;Lake View;;;;;;;;;;;;;PFA-REG;;;;;;;;ravenswood_1;1.0;yes
173860636;CPS_Early_Childhood_Portal_scrape.csv;Church of God True Believers - Church of God Day Care;1738 W Marquette Rd;;4715222;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;d day care_2;;
54560628;DFSS_AgencySiteLies_2012.csv;Henry Booth House Bunnyland Land Day Care;545 W 119TH St.;60628;5685200;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;Ms. Boykin;;;;;;;d day care_2;0.47196085811065114;no
183960647;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS YATES, RICHARD;1839 N RICHMOND;60647;5344550;;;;;;;CHICAGO PUBLIC SCHOOLS;LOGAN SQUARE;;;;;Mr. Harry  Randell;Yes;No;No;;;;;;;;;;;ichael-ichard_3;;
481560632;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS EDWARDS, RICHARD;4815 S KARLOV AVE;60632;5354875;;;;;;;CHICAGO PUBLIC SCHOOLS;ARCHER HEIGHTS;;;;;Mrs. Judith  Sauri;Yes;No;No;;;;;;;;;;;ichael-ichard_3;0.8088069251035002;no
